id,State,County,Year,Estimate Gini Index
0500000US39141, Ohio,Ross,2015,0.426
0500000US39145, Ohio,Scioto,2015,0.4749
0500000US39151, Ohio,Stark,2015,0.4537
0500000US39153, Ohio,Summit,2015,0.4766
0500000US39155, Ohio,Trumbull,2015,0.4464
0500000US39157, Ohio,Tuscarawas,2015,0.4308
0500000US39165, Ohio,Warren,2015,0.4175
0500000US39169, Ohio,Wayne,2015,0.419
0500000US39173, Ohio,Wood,2015,0.4496
0500000US40017, Oklahoma,Canadian,2015,0.4244
0500000US40027, Oklahoma,Cleveland,2015,0.4241
0500000US40031, Oklahoma,Comanche,2015,0.453
0500000US40037, Oklahoma,Creek,2015,0.4592
0500000US40101, Oklahoma,Muskogee,2015,0.4937
0500000US40109, Oklahoma,Oklahoma,2015,0.4919
0500000US40119, Oklahoma,Payne,2015,0.512
0500000US40125, Oklahoma,Pottawatomie,2015,0.4666
0500000US40131, Oklahoma,Rogers,2015,0.4311
0500000US40143, Oklahoma,Tulsa,2015,0.4874
0500000US40145, Oklahoma,Wagoner,2015,0.4086
0500000US41003, Oregon,Benton,2015,0.4872
0500000US41005, Oregon,Clackamas,2015,0.4466
0500000US41017, Oregon,Deschutes,2015,0.4703
0500000US41019, Oregon,Douglas,2015,0.4608
0500000US41029, Oregon,Jackson,2015,0.4647
0500000US41033, Oregon,Josephine,2015,0.4262
0500000US41035, Oregon,Klamath,2015,0.4351
0500000US41039, Oregon,Lane,2015,0.4618
0500000US41043, Oregon,Linn,2015,0.427
0500000US41047, Oregon,Marion,2015,0.433
0500000US41051, Oregon,Multnomah,2015,0.4746
0500000US41053, Oregon,Polk,2015,0.4046
0500000US41059, Oregon,Umatilla,2015,0.4461
0500000US41067, Oregon,Washington,2015,0.4354
0500000US41071, Oregon,Yamhill,2015,0.4586
0500000US42001, Pennsylvania,Adams,2015,0.3874
0500000US42003, Pennsylvania,Allegheny,2015,0.4895
0500000US42005, Pennsylvania,Armstrong,2015,0.4154
0500000US42007, Pennsylvania,Beaver,2015,0.4308
0500000US42011, Pennsylvania,Berks,2015,0.4512
0500000US42013, Pennsylvania,Blair,2015,0.445
0500000US42017, Pennsylvania,Bucks,2015,0.4511
0500000US42019, Pennsylvania,Butler,2015,0.4147
0500000US42021, Pennsylvania,Cambria,2015,0.4342
0500000US42025, Pennsylvania,Carbon,2015,0.3946
0500000US42027, Pennsylvania,Centre,2015,0.454
0500000US42029, Pennsylvania,Chester,2015,0.4489
0500000US42033, Pennsylvania,Clearfield,2015,0.4241
0500000US42037, Pennsylvania,Columbia,2015,0.4612
0500000US42039, Pennsylvania,Crawford,2015,0.423
0500000US42041, Pennsylvania,Cumberland,2015,0.4159
0500000US42043, Pennsylvania,Dauphin,2015,0.4258
0500000US42045, Pennsylvania,Delaware,2015,0.4677
0500000US42049, Pennsylvania,Erie,2015,0.4603
0500000US42051, Pennsylvania,Fayette,2015,0.4856
0500000US42055, Pennsylvania,Franklin,2015,0.3993
0500000US42063, Pennsylvania,Indiana,2015,0.4508
0500000US42069, Pennsylvania,Lackawanna,2015,0.4713
0500000US42071, Pennsylvania,Lancaster,2015,0.4267
0500000US42073, Pennsylvania,Lawrence,2015,0.4809
0500000US42075, Pennsylvania,Lebanon,2015,0.4113
0500000US42077, Pennsylvania,Lehigh,2015,0.4541
0500000US42079, Pennsylvania,Luzerne,2015,0.443
0500000US42081, Pennsylvania,Lycoming,2015,0.433
0500000US42085, Pennsylvania,Mercer,2015,0.4266
0500000US42089, Pennsylvania,Monroe,2015,0.3974
0500000US42091, Pennsylvania,Montgomery,2015,0.4683
0500000US42095, Pennsylvania,Northampton,2015,0.4213
0500000US42097, Pennsylvania,Northumberland,2015,0.4433
0500000US42101, Pennsylvania,Philadelphia,2015,0.5049
0500000US42107, Pennsylvania,Schuylkill,2015,0.4396
0500000US42111, Pennsylvania,Somerset,2015,0.4353
0500000US42125, Pennsylvania,Washington,2015,0.4523
0500000US42129, Pennsylvania,Westmoreland,2015,0.4612
0500000US42133, Pennsylvania,York,2015,0.4103
0500000US44003, Rhode Island,Kent,2015,0.4258
0500000US44005, Rhode Island,Newport,2015,0.4963
0500000US44007, Rhode Island,Providence,2015,0.4854
0500000US44009, Rhode Island,Washington,2015,0.4321
0500000US45003, South Carolina,Aiken,2015,0.4735
0500000US45007, South Carolina,Anderson,2015,0.436
0500000US45013, South Carolina,Beaufort,2015,0.4887
0500000US45015, South Carolina,Berkeley,2015,0.4179
0500000US45019, South Carolina,Charleston,2015,0.4931
0500000US45031, South Carolina,Darlington,2015,0.5087
0500000US45035, South Carolina,Dorchester,2015,0.4608
0500000US45041, South Carolina,Florence,2015,0.4858
0500000US45045, South Carolina,Greenville,2015,0.4608
0500000US45047, South Carolina,Greenwood,2015,0.4605
0500000US45051, South Carolina,Horry,2015,0.4435
0500000US45057, South Carolina,Lancaster,2015,0.4205
0500000US45059, South Carolina,Laurens,2015,0.4194
0500000US45063, South Carolina,Lexington,2015,0.439
0500000US45073, South Carolina,Oconee,2015,0.5241
0500000US45075, South Carolina,Orangeburg,2015,0.4638
0500000US45077, South Carolina,Pickens,2015,0.4528
0500000US45079, South Carolina,Richland,2015,0.4661
0500000US45083, South Carolina,Spartanburg,2015,0.4435
0500000US45085, South Carolina,Sumter,2015,0.4048
0500000US45091, South Carolina,York,2015,0.4586
0500000US46099, South Dakota,Minnehaha,2015,0.4232
0500000US46103, South Dakota,Pennington,2015,0.4459
0500000US47001, Tennessee,Anderson,2015,0.512
0500000US47009, Tennessee,Blount,2015,0.479
0500000US47011, Tennessee,Bradley,2015,0.5281
0500000US47037, Tennessee,Davidson,2015,0.487
0500000US47059, Tennessee,Greene,2015,0.4942
0500000US47065, Tennessee,Hamilton,2015,0.472
0500000US47093, Tennessee,Knox,2015,0.4701
0500000US47113, Tennessee,Madison,2015,0.4724
0500000US47119, Tennessee,Maury,2015,0.4762
0500000US47125, Tennessee,Montgomery,2015,0.3967
0500000US47141, Tennessee,Putnam,2015,0.4994
0500000US47147, Tennessee,Robertson,2015,0.3939
0500000US47149, Tennessee,Rutherford,2015,0.4055
0500000US47155, Tennessee,Sevier,2015,0.439
0500000US47157, Tennessee,Shelby,2015,0.5039
0500000US47163, Tennessee,Sullivan,2015,0.4743
0500000US47165, Tennessee,Sumner,2015,0.4291
0500000US47179, Tennessee,Washington,2015,0.5012
0500000US47187, Tennessee,Williamson,2015,0.448
0500000US47189, Tennessee,Wilson,2015,0.4222
0500000US48005, Texas,Angelina,2015,0.4484
0500000US48021, Texas,Bastrop,2015,0.4822
0500000US48027, Texas,Bell,2015,0.4673
0500000US48029, Texas,Bexar,2015,0.4656
0500000US48037, Texas,Bowie,2015,0.5003
0500000US48039, Texas,Brazoria,2015,0.4409
0500000US48041, Texas,Brazos,2015,0.5091
0500000US48061, Texas,Cameron,2015,0.4947
0500000US48085, Texas,Collin,2015,0.4286
0500000US48091, Texas,Comal,2015,0.4242
0500000US48099, Texas,Coryell,2015,0.4547
0500000US48113, Texas,Dallas,2015,0.5065
0500000US48121, Texas,Denton,2015,0.4345
0500000US48135, Texas,Ector,2015,0.4362
0500000US48139, Texas,Ellis,2015,0.4167
0500000US48141, Texas,El Paso,2015,0.4405
0500000US48157, Texas,Fort Bend,2015,0.4255
0500000US48167, Texas,Galveston,2015,0.476
0500000US48181, Texas,Grayson,2015,0.463
0500000US48183, Texas,Gregg,2015,0.437
0500000US48187, Texas,Guadalupe,2015,0.3967
0500000US48201, Texas,Harris,2015,0.4983
0500000US48203, Texas,Harrison,2015,0.5097
0500000US48209, Texas,Hays,2015,0.4497
0500000US48213, Texas,Henderson,2015,0.4464
0500000US48215, Texas,Hidalgo,2015,0.4928
0500000US48231, Texas,Hunt,2015,0.4281
0500000US48245, Texas,Jefferson,2015,0.4679
0500000US48251, Texas,Johnson,2015,0.4433
0500000US48257, Texas,Kaufman,2015,0.4293
0500000US48291, Texas,Liberty,2015,0.4375
0500000US48303, Texas,Lubbock,2015,0.4613
0500000US48309, Texas,McLennan,2015,0.4752
0500000US48329, Texas,Midland,2015,0.46
0500000US48339, Texas,Montgomery,2015,0.4817
0500000US48347, Texas,Nacogdoches,2015,0.5236
0500000US48355, Texas,Nueces,2015,0.4732
0500000US48361, Texas,Orange,2015,0.4348
0500000US48367, Texas,Parker,2015,0.4602
0500000US48375, Texas,Potter,2015,0.4813
0500000US48381, Texas,Randall,2015,0.4145
0500000US48397, Texas,Rockwall,2015,0.4338
0500000US48409, Texas,San Patricio,2015,0.4539
0500000US48423, Texas,Smith,2015,0.4819
0500000US48439, Texas,Tarrant,2015,0.468
0500000US48441, Texas,Taylor,2015,0.4616
0500000US48451, Texas,Tom Green,2015,0.4764
0500000US48453, Texas,Travis,2015,0.4937
0500000US48469, Texas,Victoria,2015,0.4303
0500000US48471, Texas,Walker,2015,0.4561
0500000US48479, Texas,Webb,2015,0.4958
0500000US48485, Texas,Wichita,2015,0.4489
0500000US48491, Texas,Williamson,2015,0.3889
0500000US49005, Utah,Cache,2015,0.427
0500000US49011, Utah,Davis,2015,0.3802
0500000US49035, Utah,Salt Lake,2015,0.4302
0500000US49049, Utah,Utah,2015,0.4207
0500000US49053, Utah,Washington,2015,0.4372
0500000US49057, Utah,Weber,2015,0.4115
0500000US50007, Vermont,Chittenden,2015,0.4449
0500000US51003, Virginia,Albemarle,2015,0.4771
0500000US51013, Virginia,Arlington,2015,0.4299
0500000US51015, Virginia,Augusta,2015,0.4142
0500000US51019, Virginia,Bedford,2015,0.4453
0500000US51041, Virginia,Chesterfield,2015,0.408
0500000US51059, Virginia,Fairfax,2015,0.4225
0500000US51061, Virginia,Fauquier,2015,0.4155
0500000US51069, Virginia,Frederick,2015,0.3877
0500000US51085, Virginia,Hanover,2015,0.3999
0500000US51087, Virginia,Henrico,2015,0.4491
0500000US51095, Virginia,James City,2015,0.3936
0500000US51107, Virginia,Loudoun,2015,0.392
0500000US51121, Virginia,Montgomery,2015,0.5082
0500000US51153, Virginia,Prince William,2015,0.3811
0500000US51161, Virginia,Roanoke,2015,0.3729
0500000US51165, Virginia,Rockingham,2015,0.4177
0500000US51177, Virginia,Spotsylvania,2015,0.3968
0500000US51179, Virginia,Stafford,2015,0.3639
0500000US51199, Virginia,York,2015,0.4035
0500000US51510, Virginia,Alexandr,2015,0.4619
0500000US51550, Virginia,Chesapea,2015,0.3993
0500000US51650, Virginia,Hampt,2015,0.4336
0500000US51680, Virginia,Lynchbu,2015,0.5197
0500000US51700, Virginia,Newport Ne,2015,0.4517
0500000US51710, Virginia,Norfo,2015,0.4992
0500000US51740, Virginia,Portsmou,2015,0.4115
0500000US51760, Virginia,Richmo,2015,0.5586
0500000US51770, Virginia,Roano,2015,0.4673
0500000US51800, Virginia,Suffo,2015,0.4309
0500000US51810, Virginia,Virginia Bea,2015,0.4037
0500000US53005, Washington,Benton,2015,0.4206
0500000US53007, Washington,Chelan,2015,0.4267
0500000US53009, Washington,Clallam,2015,0.4688
0500000US53011, Washington,Clark,2015,0.4294
0500000US53015, Washington,Cowlitz,2015,0.4223
0500000US53021, Washington,Franklin,2015,0.4096
0500000US53025, Washington,Grant,2015,0.4097
0500000US53027, Washington,Grays Harbor,2015,0.4512
0500000US53029, Washington,Island,2015,0.3937
0500000US53033, Washington,King,2015,0.4612
0500000US53035, Washington,Kitsap,2015,0.4083
0500000US53041, Washington,Lewis,2015,0.418
0500000US53053, Washington,Pierce,2015,0.4277
0500000US53057, Washington,Skagit,2015,0.4261
0500000US53061, Washington,Snohomish,2015,0.4138
0500000US53063, Washington,Spokane,2015,0.458
0500000US53067, Washington,Thurston,2015,0.4082
0500000US53073, Washington,Whatcom,2015,0.4653
0500000US53077, Washington,Yakima,2015,0.4583
0500000US54003, West Virginia,Berkeley,2015,0.3889
0500000US54011, West Virginia,Cabell,2015,0.4758
0500000US54033, West Virginia,Harrison,2015,0.4504
0500000US54039, West Virginia,Kanawha,2015,0.4443
0500000US54061, West Virginia,Monongalia,2015,0.5099
0500000US54081, West Virginia,Raleigh,2015,0.4353
0500000US54107, West Virginia,Wood,2015,0.482
0500000US55009, Wisconsin,Brown,2015,0.4219
0500000US55025, Wisconsin,Dane,2015,0.4487
0500000US55027, Wisconsin,Dodge,2015,0.3842
0500000US55035, Wisconsin,Eau Claire,2015,0.4338
0500000US55039, Wisconsin,Fond du Lac,2015,0.4188
0500000US55055, Wisconsin,Jefferson,2015,0.3745
0500000US55059, Wisconsin,Kenosha,2015,0.4359
0500000US55063, Wisconsin,La Crosse,2015,0.4847
0500000US55071, Wisconsin,Manitowoc,2015,0.398
0500000US55073, Wisconsin,Marathon,2015,0.4437
0500000US55079, Wisconsin,Milwaukee,2015,0.4784
0500000US55087, Wisconsin,Outagamie,2015,0.3995
0500000US55089, Wisconsin,Ozaukee,2015,0.4933
0500000US55097, Wisconsin,Portage,2015,0.4317
0500000US55101, Wisconsin,Racine,2015,0.4202
0500000US55105, Wisconsin,Rock,2015,0.4165
0500000US55109, Wisconsin,St. Croix,2015,0.3778
0500000US55117, Wisconsin,Sheboygan,2015,0.4041
0500000US55127, Wisconsin,Walworth,2015,0.4236
0500000US55131, Wisconsin,Washington,2015,0.3729
0500000US55133, Wisconsin,Waukesha,2015,0.4378
0500000US55139, Wisconsin,Winnebago,2015,0.4347
0500000US55141, Wisconsin,Wood,2015,0.415
0500000US56021, Wyoming,Laramie,2015,0.4538
0500000US56025, Wyoming,Natrona,2015,0.4622
0500000US72013, Puerto Rico,Arecibo Mu,2015,0.5173
0500000US72021, Puerto Rico,Bayamón Mu,2015,0.4862
0500000US72025, Puerto Rico,Caguas Mu,2015,0.5302
0500000US72031, Puerto Rico,Carolina Mu,2015,0.5115
0500000US72061, Puerto Rico,Guaynabo Mu,2015,0.6064
0500000US72097, Puerto Rico,Mayagüez Mu,2015,0.595
0500000US72113, Puerto Rico,Ponce Mu,2015,0.6039
0500000US72127, Puerto Rico,San Juan Mu,2015,0.6508
0500000US72135, Puerto Rico,Toa Alta Mu,2015,0.4682
0500000US72137, Puerto Rico,Toa Baja Mu,2015,0.4688
0500000US72139, Puerto Rico,Trujillo Alto Mu,2015,0.5047
0500000US29099, Missouri,Jefferson,2016,0.3806
0500000US29165, Missouri,Platte,2016,0.4288
0500000US29183, Missouri,St. Charles,2016,0.3873
0500000US29187, Missouri,St. Francois,2016,0.4268
0500000US29189, Missouri,St. Louis,2016,0.4859
0500000US29510, Missouri,St. Lou,2016,0.531
0500000US30013, Montana,Cascade,2016,0.4703
0500000US30029, Montana,Flathead,2016,0.4696
0500000US30031, Montana,Gallatin,2016,0.5056
0500000US30049, Montana,Lewis and Clark,2016,0.459
0500000US30063, Montana,Missoula,2016,0.4981
0500000US30111, Montana,Yellowstone,2016,0.4259
0500000US31055, Nebraska,Douglas,2016,0.4654
0500000US31109, Nebraska,Lancaster,2016,0.4567
0500000US31153, Nebraska,Sarpy,2016,0.3843
0500000US32003, Nevada,Clark,2016,0.4563
0500000US32031, Nevada,Washoe,2016,0.4741
0500000US33005, New Hampshire,Cheshire,2016,0.4382
0500000US33009, New Hampshire,Grafton,2016,0.5077
0500000US33011, New Hampshire,Hillsborough,2016,0.4186
0500000US33013, New Hampshire,Merrimack,2016,0.4185
0500000US33015, New Hampshire,Rockingham,2016,0.4134
0500000US33017, New Hampshire,Strafford,2016,0.407
0500000US34001, New Jersey,Atlantic,2016,0.4599
0500000US34003, New Jersey,Bergen,2016,0.4705
0500000US34005, New Jersey,Burlington,2016,0.4359
0500000US34007, New Jersey,Camden,2016,0.4676
0500000US34009, New Jersey,Cape May,2016,0.4815
0500000US34011, New Jersey,Cumberland,2016,0.4455
0500000US34013, New Jersey,Essex,2016,0.5565
0500000US34015, New Jersey,Gloucester,2016,0.4097
0500000US34017, New Jersey,Hudson,2016,0.5084
0500000US34019, New Jersey,Hunterdon,2016,0.4371
0500000US34021, New Jersey,Mercer,2016,0.5003
0500000US34023, New Jersey,Middlesex,2016,0.4305
0500000US34025, New Jersey,Monmouth,2016,0.467
0500000US34027, New Jersey,Morris,2016,0.4542
0500000US34029, New Jersey,Ocean,2016,0.4514
0500000US34031, New Jersey,Passaic,2016,0.478
0500000US34033, New Jersey,Salem,2016,0.4608
0500000US34035, New Jersey,Somerset,2016,0.4574
0500000US34037, New Jersey,Sussex,2016,0.4099
0500000US34039, New Jersey,Union,2016,0.506
0500000US34041, New Jersey,Warren,2016,0.4152
0500000US35001, New Mexico,Bernalillo,2016,0.473
0500000US35005, New Mexico,Chaves,2016,0.4811
0500000US35013, New Mexico,Do?a Ana,2016,0.4912
0500000US35025, New Mexico,Lea,2016,0.4445
0500000US35031, New Mexico,McKinley,2016,0.4899
0500000US35035, New Mexico,Otero,2016,0.533
0500000US35043, New Mexico,Sandoval,2016,0.4236
0500000US35045, New Mexico,San Juan,2016,0.4229
0500000US35049, New Mexico,Santa Fe,2016,0.4794
0500000US35061, New Mexico,Valencia,2016,0.4164
0500000US36001, New York,Albany,2016,0.4635
0500000US36005, New York,Bronx,2016,0.4926
0500000US36007, New York,Broome,2016,0.4657
0500000US36009, New York,Cattaraugus,2016,0.4167
0500000US36011, New York,Cayuga,2016,0.4138
0500000US36013, New York,Chautauqua,2016,0.4303
0500000US36015, New York,Chemung,2016,0.4492
0500000US36019, New York,Clinton,2016,0.4077
0500000US36027, New York,Dutchess,2016,0.4587
0500000US36029, New York,Erie,2016,0.4723
0500000US36045, New York,Jefferson,2016,0.4343
0500000US36047, New York,Kings,2016,0.5252
0500000US36051, New York,Livingston,2016,0.385
0500000US36053, New York,Madison,2016,0.433
0500000US36055, New York,Monroe,2016,0.4704
0500000US36059, New York,Nassau,2016,0.4578
0500000US36061, New York,New York,2016,0.5945
0500000US36063, New York,Niagara,2016,0.4245
0500000US36065, New York,Oneida,2016,0.4519
0500000US36067, New York,Onondaga,2016,0.4653
0500000US36069, New York,Ontario,2016,0.4334
0500000US36071, New York,Orange,2016,0.4395
0500000US36075, New York,Oswego,2016,0.4212
0500000US36079, New York,Putnam,2016,0.4237
0500000US36081, New York,Queens,2016,0.4564
0500000US36083, New York,Rensselaer,2016,0.4264
0500000US36085, New York,Richmond,2016,0.458
0500000US36087, New York,Rockland,2016,0.4643
0500000US36089, New York,St. Lawrence,2016,0.4378
0500000US36091, New York,Saratoga,2016,0.4455
0500000US36093, New York,Schenectady,2016,0.4518
0500000US36101, New York,Steuben,2016,0.4569
0500000US36103, New York,Suffolk,2016,0.4433
0500000US36105, New York,Sullivan,2016,0.4915
0500000US36109, New York,Tompkins,2016,0.475
0500000US36111, New York,Ulster,2016,0.461
0500000US36113, New York,Warren,2016,0.4397
0500000US36117, New York,Wayne,2016,0.3927
0500000US36119, New York,Westchester,2016,0.5395
0500000US37001, North Carolina,Alamance,2016,0.4336
0500000US37019, North Carolina,Brunswick,2016,0.4748
0500000US37021, North Carolina,Buncombe,2016,0.463
0500000US37023, North Carolina,Burke,2016,0.4493
0500000US37025, North Carolina,Cabarrus,2016,0.4151
0500000US37027, North Carolina,Caldwell,2016,0.4547
0500000US37031, North Carolina,Carteret,2016,0.4404
0500000US37035, North Carolina,Catawba,2016,0.4415
0500000US37037, North Carolina,Chatham,2016,0.5104
0500000US37045, North Carolina,Cleveland,2016,0.4851
0500000US37049, North Carolina,Craven,2016,0.4605
0500000US37051, North Carolina,Cumberland,2016,0.4403
0500000US37057, North Carolina,Davidson,2016,0.4338
0500000US37063, North Carolina,Durham,2016,0.4808
0500000US37067, North Carolina,Forsyth,2016,0.5159
0500000US37071, North Carolina,Gaston,2016,0.4933
0500000US37081, North Carolina,Guilford,2016,0.4984
0500000US37085, North Carolina,Harnett,2016,0.4151
0500000US37089, North Carolina,Henderson,2016,0.4303
0500000US37097, North Carolina,Iredell,2016,0.4764
0500000US37101, North Carolina,Johnston,2016,0.393
0500000US37109, North Carolina,Lincoln,2016,0.4423
0500000US37119, North Carolina,Mecklenburg,2016,0.478
0500000US37125, North Carolina,Moore,2016,0.4585
0500000US37127, North Carolina,Nash,2016,0.4855
0500000US37129, North Carolina,New Hanover,2016,0.5125
0500000US37133, North Carolina,Onslow,2016,0.3787
0500000US37135, North Carolina,Orange,2016,0.4949
0500000US37147, North Carolina,Pitt,2016,0.4907
0500000US37151, North Carolina,Randolph,2016,0.4036
0500000US37155, North Carolina,Robeson,2016,0.4844
0500000US37157, North Carolina,Rockingham,2016,0.4349
0500000US37159, North Carolina,Rowan,2016,0.4447
0500000US37161, North Carolina,Rutherford,2016,0.4511
0500000US37171, North Carolina,Surry,2016,0.5322
0500000US37179, North Carolina,Union,2016,0.4739
0500000US37183, North Carolina,Wake,2016,0.4458
0500000US37191, North Carolina,Wayne,2016,0.4755
0500000US37193, North Carolina,Wilkes,2016,0.4259
0500000US37195, North Carolina,Wilson,2016,0.4998
0500000US38015, North Dakota,Burleigh,2016,0.4396
0500000US38017, North Dakota,Cass,2016,0.4404
0500000US38035, North Dakota,Grand Forks,2016,0.4599
0500000US38101, North Dakota,Ward,2016,0.4151
0500000US39003, Ohio,Allen,2016,0.4683
0500000US39007, Ohio,Ashtabula,2016,0.4635
0500000US39009, Ohio,Athens,2016,0.4999
0500000US39013, Ohio,Belmont,2016,0.4583
0500000US39017, Ohio,Butler,2016,0.441
0500000US39023, Ohio,Clark,2016,0.4374
0500000US39025, Ohio,Clermont,2016,0.4489
0500000US39029, Ohio,Columbiana,2016,0.4132
0500000US39035, Ohio,Cuyahoga,2016,0.5163
0500000US39041, Ohio,Delaware,2016,0.4478
0500000US39043, Ohio,Erie,2016,0.4725
0500000US39045, Ohio,Fairfield,2016,0.4207
0500000US39049, Ohio,Franklin,2016,0.4644
0500000US39055, Ohio,Geauga,2016,0.4212
0500000US39057, Ohio,Greene,2016,0.4557
0500000US39061, Ohio,Hamilton,2016,0.5009
0500000US39063, Ohio,Hancock,2016,0.4264
0500000US39081, Ohio,Jefferson,2016,0.4539
0500000US39085, Ohio,Lake,2016,0.4228
0500000US39089, Ohio,Licking,2016,0.4562
0500000US39093, Ohio,Lorain,2016,0.4665
0500000US39095, Ohio,Lucas,2016,0.4933
0500000US39099, Ohio,Mahoning,2016,0.4745
0500000US39101, Ohio,Marion,2016,0.4307
0500000US39103, Ohio,Medina,2016,0.4221
0500000US39109, Ohio,Miami,2016,0.3901
0500000US39113, Ohio,Montgomery,2016,0.4824
0500000US39119, Ohio,Muskingum,2016,0.424
0500000US39133, Ohio,Portage,2016,0.4712
0500000US39139, Ohio,Richland,2016,0.4246
0500000US39141, Ohio,Ross,2016,0.4579
0500000US39145, Ohio,Scioto,2016,0.4785
0500000US39151, Ohio,Stark,2016,0.4306
0500000US39153, Ohio,Summit,2016,0.4657
0500000US39155, Ohio,Trumbull,2016,0.4613
0500000US39157, Ohio,Tuscarawas,2016,0.39
0500000US39165, Ohio,Warren,2016,0.4504
0500000US39169, Ohio,Wayne,2016,0.4116
0500000US39173, Ohio,Wood,2016,0.4461
0500000US40017, Oklahoma,Canadian,2016,0.3921
0500000US40027, Oklahoma,Cleveland,2016,0.4259
0500000US40031, Oklahoma,Comanche,2016,0.4348
0500000US40037, Oklahoma,Creek,2016,0.4342
0500000US40101, Oklahoma,Muskogee,2016,0.4802
0500000US40109, Oklahoma,Oklahoma,2016,0.481
0500000US40119, Oklahoma,Payne,2016,0.5589
0500000US40125, Oklahoma,Pottawatomie,2016,0.4357
0500000US40131, Oklahoma,Rogers,2016,0.4135
0500000US40143, Oklahoma,Tulsa,2016,0.4845
0500000US40145, Oklahoma,Wagoner,2016,0.3806
0500000US41003, Oregon,Benton,2016,0.4911
0500000US41005, Oregon,Clackamas,2016,0.4488
0500000US41017, Oregon,Deschutes,2016,0.42
0500000US41019, Oregon,Douglas,2016,0.4685
0500000US41029, Oregon,Jackson,2016,0.4666
0500000US41033, Oregon,Josephine,2016,0.4616
0500000US41035, Oregon,Klamath,2016,0.4348
0500000US41039, Oregon,Lane,2016,0.4588
0500000US41043, Oregon,Linn,2016,0.4535
0500000US41047, Oregon,Marion,2016,0.4143
0500000US41051, Oregon,Multnomah,2016,0.4743
0500000US41053, Oregon,Polk,2016,0.4222
0500000US41059, Oregon,Umatilla,2016,0.4253
0500000US41067, Oregon,Washington,2016,0.4209
0500000US41071, Oregon,Yamhill,2016,0.4422
0500000US42001, Pennsylvania,Adams,2016,0.3985
0500000US42003, Pennsylvania,Allegheny,2016,0.4769
0500000US42005, Pennsylvania,Armstrong,2016,0.4284
0500000US42007, Pennsylvania,Beaver,2016,0.4167
0500000US42011, Pennsylvania,Berks,2016,0.4386
0500000US42013, Pennsylvania,Blair,2016,0.4395
0500000US42017, Pennsylvania,Bucks,2016,0.454
0500000US42019, Pennsylvania,Butler,2016,0.4364
0500000US42021, Pennsylvania,Cambria,2016,0.4288
0500000US42025, Pennsylvania,Carbon,2016,0.4038
0500000US42027, Pennsylvania,Centre,2016,0.4812
0500000US42029, Pennsylvania,Chester,2016,0.4733
0500000US42033, Pennsylvania,Clearfield,2016,0.4168
0500000US42037, Pennsylvania,Columbia,2016,0.4383
0500000US42039, Pennsylvania,Crawford,2016,0.444
0500000US42041, Pennsylvania,Cumberland,2016,0.4188
0500000US42043, Pennsylvania,Dauphin,2016,0.4449
0500000US42045, Pennsylvania,Delaware,2016,0.4798
0500000US42049, Pennsylvania,Erie,2016,0.4442
0500000US42051, Pennsylvania,Fayette,2016,0.4533
0500000US42055, Pennsylvania,Franklin,2016,0.426
0500000US42063, Pennsylvania,Indiana,2016,0.4606
0500000US42069, Pennsylvania,Lackawanna,2016,0.4634
0500000US42071, Pennsylvania,Lancaster,2016,0.4331
0500000US42073, Pennsylvania,Lawrence,2016,0.4837
0500000US42075, Pennsylvania,Lebanon,2016,0.4073
0500000US42077, Pennsylvania,Lehigh,2016,0.4692
0500000US42079, Pennsylvania,Luzerne,2016,0.4641
0500000US42081, Pennsylvania,Lycoming,2016,0.4148
0500000US42085, Pennsylvania,Mercer,2016,0.4262
0500000US42089, Pennsylvania,Monroe,2016,0.4177
0500000US42091, Pennsylvania,Montgomery,2016,0.4623
0500000US42095, Pennsylvania,Northampton,2016,0.4176
0500000US42097, Pennsylvania,Northumberland,2016,0.4201
0500000US42101, Pennsylvania,Philadelphia,2016,0.5153
0500000US42107, Pennsylvania,Schuylkill,2016,0.4072
0500000US42111, Pennsylvania,Somerset,2016,0.43
0500000US42125, Pennsylvania,Washington,2016,0.4532
0500000US42129, Pennsylvania,Westmoreland,2016,0.4325
0500000US42133, Pennsylvania,York,2016,0.4015
0500000US44003, Rhode Island,Kent,2016,0.4716
0500000US44005, Rhode Island,Newport,2016,0.4561
0500000US44007, Rhode Island,Providence,2016,0.4775
0500000US44009, Rhode Island,Washington,2016,0.4609
0500000US45003, South Carolina,Aiken,2016,0.451
0500000US45007, South Carolina,Anderson,2016,0.4554
0500000US45013, South Carolina,Beaufort,2016,0.4731
0500000US45015, South Carolina,Berkeley,2016,0.4266
0500000US45019, South Carolina,Charleston,2016,0.5249
0500000US45031, South Carolina,Darlington,2016,0.457
0500000US45035, South Carolina,Dorchester,2016,0.4146
0500000US45041, South Carolina,Florence,2016,0.4606
0500000US45045, South Carolina,Greenville,2016,0.4649
0500000US45047, South Carolina,Greenwood,2016,0.4762
0500000US45051, South Carolina,Horry,2016,0.4465
0500000US45057, South Carolina,Lancaster,2016,0.4798
0500000US45059, South Carolina,Laurens,2016,0.4245
0500000US45063, South Carolina,Lexington,2016,0.4392
0500000US01003, Alabama,Baldwin,2016,0.4498
0500000US01015, Alabama,Calhoun,2016,0.4692
0500000US01043, Alabama,Cullman,2016,0.4518
0500000US01049, Alabama,DeKalb,2016,0.4528
0500000US01051, Alabama,Elmore,2016,0.4535
0500000US01055, Alabama,Etowah,2016,0.4477
