Year,weight,Location_of_Residence,HH_Income,Head_of_HH_Age,Head_of_HH_Gender,Hispanic_Origin_of_HH,Head_of_HH_Race,Head_of_HH_RaceOrigin,HH_Size,Population_Size,HH_Region,Police_Notified,Agg_of_PropertyCrime,Type_of_Crime,Victim_Services,Location_of_Incident
2014,2687.93091,1,7,4,2,2,1,1,2,2,4,2,3,6,2,1
2014,2582.86329,1,3,4,2,1,1,4,2,5,3,2,3,8,2,1
2014,2908.11924,1,88,2,2,2,2,2,1,5,3,1,3,8,2,2
2014,3689.76325,2,5,2,1,2,1,1,1,1,4,1,3,8,2,3
2014,3585.37667,1,7,3,2,1,1,4,2,1,3,1,3,8,2,1
2014,3585.37667,1,7,3,2,1,1,4,2,1,3,1,3,8,,1
2014,3554.50111,1,7,2,1,2,1,1,2,4,4,2,3,6,2,1
2014,3567.86883,1,1,2,1,2,2,2,1,4,3,2,3,6,2,1
2014,2920.94405,2,88,4,2,2,1,1,1,1,4,2,3,8,2,1
2014,2419.23385,1,4,2,2,2,3,3,1,4,3,1,3,8,2,3
2014,2382.41064,2,2,5,2,2,1,1,1,0,1,1,3,8,2,1
2014,2382.41064,2,2,5,2,2,1,1,1,0,1,2,3,8,2,1
2014,2648.42253,1,2,3,2,2,2,2,2,5,3,1,3,8,2,5
2014,2946.09609,1,6,3,2,2,1,1,1,2,3,1,3,6,2,1
2014,3480.62139,1,4,3,2,2,2,2,1,5,3,2,3,8,2,3
2014,3109.84848,1,5,2,2,2,1,1,3,2,3,2,3,8,2,1
2014,2446.79555,1,2,4,1,2,1,1,1,1,4,2,3,6,2,1
2014,2446.79555,1,2,4,1,2,1,1,1,1,4,2,3,6,2,1
2014,2909.70332,2,4,3,2,1,1,4,3,1,3,2,3,8,2,1
2014,3115.37382,1,88,3,2,2,2,2,3,3,1,2,3,8,2,1
2014,2838.80419,1,6,3,2,2,1,1,3,4,3,2,3,8,2,3
2014,2838.80419,1,6,3,2,2,1,1,3,4,3,1,3,8,1,3
2014,2838.80419,1,6,3,2,2,1,1,3,4,3,2,3,6,2,1
2014,2838.80419,1,6,3,2,2,1,1,3,4,3,2,3,8,2,1
2014,2838.80419,1,6,3,2,2,1,1,3,4,3,3,3,8,,5
2014,2838.80419,1,6,3,2,2,1,1,3,4,3,8,3,8,,5
2014,2620.84658,2,88,4,2,2,1,1,1,0,1,2,3,8,1,3
2014,2620.84658,2,88,4,2,2,1,1,1,0,1,2,3,8,1,1
2014,2620.84658,2,88,4,2,2,1,1,1,0,1,2,3,8,1,1
2014,2679.44264,2,7,3,2,2,1,1,4,1,4,1,3,7,2,3
2014,2645.04151,3,88,2,2,2,1,1,2,1,3,1,3,8,2,5
2014,3002.50697,2,88,4,2,2,1,1,2,1,1,1,3,8,2,1
2014,2413.43806,2,88,5,2,2,2,2,2,0,3,2,3,8,2,1
2014,2645.82823,3,88,2,2,2,1,1,3,1,1,1,3,8,2,1
2014,2959.90279,2,5,3,1,1,1,4,4,1,3,1,3,8,2,1
2014,2533.13175,1,1,4,2,2,1,1,1,5,3,1,3,6,2,1
2014,3437.35943,1,2,5,2,2,2,2,2,4,3,1,3,8,2,1
2014,2566.84891,1,4,2,2,2,3,3,2,4,3,1,3,8,2,4
2014,2823.42152,2,5,3,2,2,1,1,4,1,4,2,3,8,2,2
2014,3038.55771,2,3,2,2,1,1,4,3,1,3,1,3,8,2,1
2014,3521.47905,1,4,2,1,1,1,4,3,5,3,2,3,8,2,3
2014,2611.50839,2,88,5,2,2,2,2,2,1,3,1,3,6,2,1
2014,2611.50839,2,88,5,2,2,2,2,2,1,3,2,3,8,2,1
2014,2721.67428,1,6,3,1,2,1,1,3,2,4,1,3,6,2,1
2014,2390.95653,1,2,4,2,2,1,1,1,5,3,2,3,8,2,3
2014,3335.73352,1,6,2,2,2,2,2,2,4,3,1,3,8,2,3
2014,2445.83372,3,2,5,2,2,1,1,1,1,3,1,3,6,2,1
2014,2856.93054,1,6,4,1,2,1,1,2,1,4,2,3,8,2,1
2014,3028.66676,1,7,4,1,2,1,1,3,2,4,2,3,8,2,4
2014,2174.86313,3,6,5,1,2,1,1,2,0,3,2,3,8,2,1
2014,2244.75056,2,7,2,2,2,3,3,2,0,4,2,3,6,2,1
2014,2506.23496,2,3,4,2,2,3,3,2,1,3,2,3,8,2,1
2014,4025.48045,1,3,2,2,2,2,2,3,4,2,2,3,8,2,1
2014,3028.66676,1,6,3,2,2,1,1,3,4,4,2,3,8,2,5
2014,2938.52347,2,7,3,1,2,1,1,3,1,4,2,3,8,2,4
2014,3192.65995,1,1,2,2,2,2,2,2,2,3,2,3,8,2,1
2014,3192.65995,1,1,2,2,2,2,2,2,2,3,1,3,8,2,1
2014,3192.65995,1,1,2,2,2,2,2,2,2,3,2,3,8,2,5
2014,3192.65995,1,1,2,2,2,2,2,2,2,3,2,3,8,2,2
2014,3096.73961,1,7,2,2,2,1,1,2,3,3,1,3,8,2,1
2014,2777.97439,2,7,4,1,2,1,1,2,0,3,1,3,8,2,5
2014,2496.8833,1,88,5,1,2,1,1,2,1,3,2,3,8,2,3
2014,2424.71089,3,6,3,1,2,1,1,4,1,2,1,3,8,2,1
2014,3164.22835,2,5,2,2,2,1,1,3,1,4,1,3,8,2,3
2014,2408.59404,3,3,2,2,2,1,1,3,0,3,1,3,6,2,1
2014,2763.79947,2,88,4,1,2,1,1,3,1,4,2,3,8,2,2
2014,3023.34122,1,3,2,1,2,1,1,1,1,2,2,3,8,2,1
2014,2772.23109,2,4,2,2,2,1,1,2,0,3,2,3,8,2,1
2014,2489.41584,2,88,4,1,1,1,4,1,1,3,1,3,8,1,3
2014,2904.12237,1,7,2,1,2,3,3,2,1,4,2,3,8,2,5
2014,3455.34639,1,7,1,2,2,1,1,2,1,4,2,3,8,2,3
2014,3203.07927,1,6,3,2,2,1,1,3,1,2,2,3,8,2,1
2014,3203.07927,1,6,3,2,2,1,1,3,1,2,2,3,8,2,1
2014,3032.78072,1,5,2,2,2,1,1,2,2,3,2,3,8,2,1
2014,2917.90561,2,88,3,1,2,1,1,3,0,3,2,3,8,2,1
2014,2917.90561,2,88,3,1,2,1,1,3,0,3,2,3,8,2,1
2014,2917.90561,2,88,3,1,2,1,1,3,0,3,1,3,7,2,1
2014,2917.90561,2,88,3,1,2,1,1,3,0,3,1,3,8,2,1
2014,3018.51468,1,88,3,1,2,1,1,3,1,4,1,3,8,2,1
2014,3018.51468,1,88,3,1,2,1,1,3,1,4,1,3,8,2,3
2014,2268.96424,1,3,2,1,2,3,3,1,3,3,2,3,8,2,1
2014,2855.74731,2,7,4,2,2,1,1,2,0,4,1,3,8,2,3
2014,2855.74731,2,7,4,2,2,1,1,2,0,4,1,3,6,2,1
2014,2861.99915,1,88,4,2,2,2,2,3,4,2,2,3,8,2,1
2014,2670.09358,1,7,3,1,2,3,3,2,2,4,1,3,7,2,1
2014,2801.36516,1,88,5,2,2,2,2,1,4,2,1,3,6,,1
2014,2882.78095,2,7,3,2,2,1,1,2,1,4,2,3,8,2,2
2014,2937.99898,1,5,2,2,2,3,3,2,1,4,1,3,8,1,3
2014,3041.8225,2,7,2,2,1,1,4,4,0,3,2,3,8,2,3
2014,3703.93085,1,4,2,2,2,1,1,2,1,2,1,3,8,2,3
2014,2807.75025,2,4,5,2,2,1,1,2,1,2,1,3,8,2,5
2014,2609.36971,2,5,5,2,2,1,1,1,0,3,1,3,8,2,1
2014,3575.99629,1,4,2,2,2,2,2,2,2,3,2,3,8,2,1
2014,3575.99629,1,4,2,2,2,2,2,2,2,3,2,3,6,2,1
2014,2213.14179,1,3,2,2,2,1,1,1,1,2,2,3,8,2,3
2014,2628.49267,2,7,4,2,2,1,1,3,1,3,1,3,6,,1
2014,3063.72984,2,6,3,1,2,1,1,1,1,4,1,3,8,2,1
2014,3075.15859,1,88,2,1,2,1,1,1,3,3,2,3,8,2,1
2014,2690.72545,2,7,3,1,2,1,1,3,1,2,2,3,8,2,3
2014,3255.30622,2,5,3,1,2,2,2,3,0,3,2,3,8,2,3
2014,3255.30622,2,5,3,1,2,2,2,3,0,3,1,3,6,2,1
2014,2764.10981,2,3,3,1,1,1,4,3,1,2,2,3,8,2,1
2014,2764.10981,2,3,3,1,1,1,4,3,1,2,2,3,8,2,1
2014,2724.69457,2,7,3,2,2,1,1,3,1,2,2,3,8,2,1
2014,2869.78046,1,7,3,1,2,1,1,3,1,2,2,3,8,2,4
2014,2508.82713,1,88,5,2,2,1,1,1,4,4,1,3,6,,1
2014,2738.62346,2,2,4,1,1,1,4,3,1,4,2,3,6,2,1
2014,2661.28918,2,5,5,1,2,1,1,2,0,4,1,3,8,2,1
2014,2661.28918,2,5,5,1,2,1,1,2,0,4,2,3,8,2,1
2014,2661.28918,2,5,5,1,2,1,1,2,0,4,2,3,8,2,1
2014,2678.96746,2,88,3,2,2,3,3,2,1,4,2,3,8,2,1
2014,2874.05296,2,3,5,2,1,1,4,1,1,4,1,3,8,2,3
2014,2465.64879,2,88,5,1,1,1,4,2,1,4,2,3,8,2,3
2014,2873.3493,2,7,4,1,2,3,3,2,1,4,2,3,8,2,1
2014,2978.96664,2,3,3,1,1,1,4,3,1,4,1,3,8,2,1
2014,2696.08765,1,7,3,2,2,3,3,2,3,4,1,3,6,2,1
2014,2696.08765,1,7,3,2,2,3,3,2,3,4,1,3,8,2,3
2014,2887.54062,3,4,4,1,2,1,1,2,1,4,2,3,8,2,1
2014,2846.51072,2,1,2,2,2,1,1,2,0,3,1,3,6,2,1
2014,3318.20542,2,7,2,2,2,3,3,2,1,4,1,3,8,2,3
2014,2620.65856,1,7,3,2,2,1,1,2,1,3,2,3,8,2,1
2014,2620.65856,1,7,3,2,2,1,1,2,1,3,1,3,6,2,1
2014,2620.65856,1,7,3,2,2,1,1,2,1,3,1,3,6,2,1
2014,2620.65856,1,7,3,2,2,1,1,2,1,3,2,3,7,2,3
2014,2941.31271,1,5,4,2,2,1,1,2,1,4,2,3,8,2,2
2014,2356.7444,3,4,4,2,2,1,1,3,1,3,2,3,8,2,1
2014,2570.91532,1,88,5,2,2,1,1,1,1,3,1,3,7,2,1
2014,2349.48211,3,7,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,2345.02642,3,88,3,2,2,1,1,3,0,3,2,3,8,2,1
2014,2880.29404,2,88,3,1,2,1,1,2,1,4,1,3,8,2,3
2014,2752.42846,2,88,2,2,2,1,1,2,0,3,1,3,8,2,2
2014,5010.44565,2,88,2,2,2,2,2,2,1,3,1,3,6,2,1
2014,2358.40315,1,2,5,2,2,2,2,1,4,2,2,3,8,2,1
2014,3052.68035,2,6,4,1,2,1,1,2,0,3,1,3,8,2,1
2014,3052.68035,2,6,4,1,2,1,1,2,0,3,1,3,8,2,1
2014,3052.68035,2,6,4,1,2,1,1,2,0,3,1,3,8,2,1
2014,2954.40995,2,7,3,1,2,1,1,3,1,3,2,3,8,2,5
2014,2542.11331,2,88,2,2,2,2,2,1,1,3,1,3,7,2,1
2014,1495.80023,1,7,3,2,2,1,1,2,3,2,2,3,8,2,3
2014,1495.80023,1,7,3,2,2,1,1,2,3,2,1,3,8,2,5
2014,1435.73274,2,6,4,2,2,1,1,2,1,3,2,3,8,2,1
2014,2542.11331,2,6,2,2,2,2,2,1,1,3,2,3,8,2,1
2014,1540.87834,2,7,3,1,2,1,1,2,0,1,2,3,8,2,4
2014,3625.0115,1,6,2,2,2,1,1,3,1,2,1,3,8,2,3
2014,1744.80786,1,6,3,1,2,1,1,2,2,1,2,3,8,2,1
2014,1750.33364,3,7,2,1,2,1,1,2,1,2,2,3,8,2,1
2014,1506.63903,1,7,4,1,2,1,1,2,3,2,2,3,8,2,3
2014,1506.63903,1,7,4,1,2,1,1,2,3,2,2,3,8,2,4
2014,1557.89404,2,6,3,1,2,1,1,2,0,2,2,3,8,2,4
2014,1557.89404,2,6,3,1,2,1,1,2,0,2,2,3,8,2,3
2014,1596.05734,2,4,2,1,2,1,1,4,0,3,2,3,8,2,4
2014,3115.63684,1,5,5,2,2,2,2,2,1,2,1,3,6,2,1
2014,1442.31718,2,7,3,2,2,1,1,3,1,3,1,3,8,2,1
2014,2148.48398,1,2,4,1,2,2,2,1,2,2,2,3,8,2,1
2014,4220.93368,2,2,2,1,2,2,2,2,1,1,2,3,8,2,1
2014,4220.93368,2,2,2,1,2,2,2,2,1,1,1,3,8,2,1
2014,2498.57629,3,6,3,1,2,1,1,2,1,2,2,3,8,2,1
2014,2672.60195,2,6,5,1,2,1,1,1,0,3,1,3,6,2,1
2014,3252.72746,1,88,2,1,2,2,2,3,4,2,1,3,6,2,1
2014,3252.72746,1,88,2,1,2,2,2,3,4,2,1,3,6,2,1
2014,1530.56061,1,5,4,1,1,1,4,3,1,3,2,3,8,2,1
2014,1565.04171,1,2,3,1,2,1,1,1,1,2,2,3,8,2,2
2014,2915.76269,2,5,4,1,2,1,1,2,0,2,2,3,8,2,1
2014,1358.68129,3,3,3,2,2,1,1,2,1,2,2,3,8,2,1
2014,1464.30958,1,7,4,1,2,1,1,2,1,1,1,3,8,2,1
2014,2987.76872,2,7,4,1,2,2,2,2,1,3,1,3,6,2,1
2014,3002.7142,1,1,4,2,2,2,2,1,4,2,2,3,8,2,1
2014,3002.7142,1,1,4,2,2,2,2,1,4,2,2,3,6,2,1
2014,1737.58488,3,7,2,2,2,1,1,2,0,3,1,3,8,2,1
2014,1504.68537,3,88,4,2,2,1,1,1,1,2,2,3,8,2,1
2014,1284.77034,1,1,2,2,2,2,2,2,3,2,1,3,8,2,1
2014,5017.74642,1,5,2,1,2,2,2,2,4,3,1,3,8,2,3
2014,1485.181,1,2,4,1,2,1,1,1,1,3,2,3,6,2,1
2014,2404.71105,2,88,2,2,2,3,3,2,1,3,2,3,8,2,1
2014,3813.887,1,1,4,2,2,2,2,1,4,3,2,3,8,2,1
2014,1514.72189,1,6,4,2,2,1,1,2,3,3,1,3,8,2,3
2014,1531.52014,2,3,4,1,2,1,1,4,0,3,2,3,8,2,1
2014,2826.79766,2,6,4,1,2,1,1,3,1,4,2,3,8,2,1
2014,3771.80978,2,1,1,1,2,1,1,2,1,3,2,3,8,2,2
2014,2989.41827,2,5,2,2,2,1,1,2,1,4,2,3,8,2,3
2014,2935.15036,1,5,3,1,1,1,4,4,4,3,2,3,8,2,1
2014,2478.2491,2,7,4,1,2,1,1,3,1,1,2,3,8,2,1
2014,3104.29332,2,7,3,2,2,2,2,3,1,3,2,3,8,2,1
2014,3568.94877,1,3,2,1,2,1,1,2,2,3,2,3,6,2,1
2014,3069.88328,2,3,2,2,2,1,1,3,1,3,2,3,8,2,1
2014,3167.09223,1,88,4,2,2,2,2,1,5,1,2,3,8,2,1
2014,2569.44034,2,7,3,1,2,1,1,2,0,3,1,3,8,2,5
2014,2700.24999,1,88,3,1,2,1,1,2,1,3,2,3,6,2,1
2014,3264.28104,2,7,3,2,2,1,1,3,0,3,2,3,8,2,4
2014,3836.28225,1,88,2,1,2,2,2,3,1,1,1,3,8,2,1
2014,3414.32002,2,88,3,1,2,2,2,3,1,3,2,3,8,2,4
2014,3278.8622,2,5,3,1,1,1,4,4,1,3,1,3,8,2,1
2014,3278.8622,2,5,3,1,1,1,4,4,1,3,1,3,8,2,3
2014,2357.49307,1,4,4,2,1,1,4,2,5,3,2,3,8,2,1
2014,2357.49307,1,4,4,2,1,1,4,2,5,3,2,3,8,2,3
2014,2682.92082,1,2,4,2,2,1,1,1,5,3,1,3,8,2,1
2014,2751.32448,1,1,3,2,2,1,1,1,4,3,2,3,8,2,1
2014,2473.01746,3,88,3,1,2,1,1,3,1,3,2,3,8,2,1
2014,2473.01746,3,88,3,1,2,1,1,3,1,3,2,3,8,2,1
2014,2473.01746,3,88,3,1,2,1,1,3,1,3,2,3,6,2,1
2014,2473.01746,3,88,3,1,2,1,1,3,1,3,2,3,7,2,1
2014,2473.01746,3,88,3,1,2,1,1,3,1,3,2,3,6,2,1
2014,2473.01746,3,88,3,1,2,1,1,3,1,3,2,3,8,2,1
2014,2654.74813,2,88,3,2,2,1,1,2,1,1,2,3,8,2,1
2014,2552.99308,3,4,4,2,2,1,1,1,1,3,2,3,8,2,3
2014,3024.1871,3,1,2,1,2,1,1,4,0,3,2,3,8,2,2
2014,3559.62681,2,88,3,2,2,2,2,2,0,3,2,3,8,2,4
2014,4207.00899,1,88,2,1,2,2,2,2,5,3,1,3,6,2,1
2014,2814.1321,2,5,3,2,2,1,1,2,0,3,2,3,8,2,1
2014,3045.36361,1,88,2,2,2,3,3,2,2,3,2,3,8,2,1
2014,3045.36361,1,88,2,2,2,3,3,2,2,3,2,3,8,2,1
2014,3045.36361,1,88,2,2,2,3,3,2,2,3,2,3,8,2,1
2014,1497.73467,2,6,4,2,2,3,3,2,0,4,2,3,8,2,1
2014,2351.87406,1,3,2,1,2,1,1,1,3,4,1,3,8,2,3
2014,1427.7043,1,4,4,1,2,1,1,2,5,4,2,3,8,2,3
2014,1804.82217,1,3,5,2,2,2,2,1,5,4,1,3,8,2,3
2014,3110.39972,2,3,3,1,1,1,4,2,0,4,2,3,8,2,3
2014,1749.59131,2,6,2,2,2,1,1,2,0,4,2,3,8,2,3
2014,2737.27252,1,5,2,2,2,1,1,2,5,4,1,3,8,2,3
2014,2889.33774,1,2,3,2,2,2,2,2,2,4,1,3,7,2,3
2014,1437.8838,1,88,3,1,2,3,3,2,4,4,2,3,8,2,1
2014,1853.01291,2,5,3,2,2,1,1,2,0,4,2,3,8,2,1
2014,1672.54276,1,88,2,1,2,1,1,3,5,4,2,3,8,2,1
2014,1484.2006,1,6,4,1,1,1,4,2,2,4,2,3,8,2,1
2014,1484.2006,1,6,4,1,1,1,4,2,2,4,2,3,8,2,1
2014,2042.89619,2,1,2,2,2,1,1,3,1,4,2,3,8,2,1
2014,2042.89619,2,1,2,2,2,1,1,3,1,4,2,3,8,2,1
2014,2985.69296,1,5,2,2,1,1,4,2,4,4,2,3,8,2,1
2014,2985.69296,1,5,2,2,1,1,4,2,4,4,2,3,7,2,1
2014,1582.13532,1,5,3,2,2,1,1,2,3,4,1,3,6,2,1
2014,1582.13532,1,5,3,2,2,1,1,2,3,4,2,3,6,2,1
2014,1582.13532,1,5,3,2,2,1,1,2,3,4,2,3,6,2,1
2014,1802.28461,1,88,2,1,1,1,4,2,2,4,2,3,8,2,1
2014,2539.43951,1,7,5,2,2,1,1,1,5,4,2,3,8,2,3
2014,1699.5765,3,6,3,2,2,1,1,2,1,4,2,3,8,2,4
2014,2914.47477,1,7,4,1,2,1,1,3,3,4,2,3,8,2,1
2014,1558.5712,1,4,3,2,2,3,3,4,3,4,3,3,8,2,3
2014,1452.16354,1,88,4,2,1,1,4,2,2,4,2,3,6,2,1
2014,1581.87707,2,88,4,2,2,3,3,4,1,4,2,3,8,2,1
2014,1678.70427,2,88,4,2,2,1,1,1,1,4,2,3,8,2,1
2014,2910.42904,3,88,2,1,2,1,1,2,1,3,2,3,8,2,5
2014,2910.42904,3,88,2,1,2,1,1,2,1,3,2,3,8,2,1
2014,2826.72417,1,6,3,2,2,3,3,3,5,4,2,3,8,2,1
2014,1474.34292,2,3,3,2,2,1,1,3,1,3,1,3,6,2,1
2014,1681.54614,1,7,2,1,2,1,1,2,2,4,2,3,6,2,1
2014,1681.54614,1,7,2,1,2,1,1,2,2,4,1,3,8,2,3
2014,1681.54614,1,7,2,1,2,1,1,2,2,4,1,3,8,2,1
2014,2829.18501,2,6,4,2,2,1,1,2,1,4,2,3,8,2,5
2014,3592.37255,2,7,3,1,2,1,1,2,0,4,2,3,6,2,1
2014,2565.69144,1,7,4,2,1,1,4,2,2,4,2,3,8,2,3
2014,3125.65492,1,5,3,1,1,1,4,2,2,4,2,3,8,2,1
2014,1417.55319,3,88,5,2,2,1,1,2,0,4,2,3,8,2,1
2014,1789.88769,2,6,4,2,1,1,4,3,1,4,2,3,8,2,2
2014,2914.47477,1,7,4,1,1,1,4,2,3,4,2,3,8,2,1
2014,1489.29211,1,1,4,2,2,1,1,2,3,4,2,3,8,2,1
2014,2774.12035,1,88,5,2,2,2,2,1,4,2,2,3,8,2,1
2014,2774.12035,1,88,5,2,2,2,2,1,4,2,2,3,6,2,1
2014,2774.12035,1,88,5,2,2,2,2,1,4,2,2,3,8,2,1
2014,3357.36435,3,5,3,2,2,2,2,2,1,2,1,3,8,2,3
2014,3182.80046,3,6,2,1,2,1,1,2,0,2,2,3,8,2,1
2014,3182.80046,3,6,2,1,2,1,1,2,0,2,2,3,8,2,1
2014,3071.21392,2,5,2,1,2,1,1,1,0,2,2,3,6,2,1
2014,3071.21392,2,5,2,1,2,1,1,1,0,2,2,3,8,2,1
2014,2733.93093,2,7,2,2,2,1,1,3,1,2,1,3,8,2,5
2014,2979.84142,2,7,3,2,2,1,1,3,0,2,1,3,8,2,5
2014,3337.62157,2,5,3,1,2,1,1,1,1,1,1,3,8,2,1
2014,3337.62157,2,5,3,1,2,1,1,1,1,1,1,3,8,2,1
2014,2776.10593,2,7,2,2,2,1,1,3,0,3,1,3,6,2,1
2014,2343.76348,3,7,4,1,2,1,1,3,1,2,2,3,8,2,4
2014,2509.18731,3,6,3,1,2,1,1,2,1,2,2,3,8,2,1
2014,2676.53702,1,6,3,2,2,1,1,2,3,2,2,3,8,2,5
2014,3007.80806,1,88,3,1,2,1,1,2,1,1,1,3,8,2,3
2014,2620.45218,2,7,4,1,2,1,1,1,0,1,2,3,8,2,1
2014,2877.22979,2,2,2,2,1,1,4,2,1,3,1,3,8,2,1
2014,4217.42975,1,2,4,2,2,2,2,2,1,1,2,3,8,2,3
2014,4217.42975,1,2,4,2,2,2,2,2,1,1,2,3,8,2,3
2014,2856.60846,2,3,3,2,2,1,1,3,1,3,2,3,8,2,4
2014,2538.72404,1,7,3,2,2,1,1,3,1,3,1,3,8,2,1
2014,3186.36451,2,5,3,1,2,1,1,1,1,1,2,3,8,2,2
2014,3093.72842,2,88,2,1,2,1,1,2,1,2,2,3,8,2,1
2014,2955.49951,3,6,3,2,2,1,1,3,1,2,2,3,8,2,1
2014,2704.0104,1,88,5,2,2,1,1,2,4,2,2,3,8,2,1
2014,2936.17128,1,5,3,1,1,1,4,2,2,1,2,3,8,2,1
2014,4369.39189,1,6,3,2,2,2,2,2,4,1,1,3,8,2,3
2014,2597.72902,2,3,5,1,2,1,1,2,1,2,2,3,8,2,5
2014,2597.72902,2,3,5,1,2,1,1,2,1,2,2,3,8,2,5
2014,2901.88875,1,7,5,1,2,1,1,2,2,2,2,3,8,2,3
2014,2605.94935,1,1,1,2,2,3,3,2,1,2,1,3,8,2,3
2014,2605.94935,1,1,1,2,2,3,3,2,1,2,1,3,6,2,1
2014,2605.94935,1,1,1,2,2,3,3,2,1,2,1,3,7,2,3
2014,4363.4215,2,1,2,2,2,3,3,2,1,1,2,3,8,2,2
2014,3027.70167,2,88,3,1,2,1,1,2,1,1,2,3,8,2,3
2014,2617.07057,1,2,4,2,2,1,1,1,2,1,2,3,8,2,1
2014,3292.9045,3,5,2,2,2,1,1,2,1,2,2,3,8,2,3
2014,2661.00299,2,5,3,2,2,1,1,1,1,2,1,3,8,2,1
2014,2844.51718,1,6,3,1,1,1,4,3,2,1,1,3,8,2,1
2014,2844.51718,1,6,3,1,1,1,4,3,2,1,1,3,8,2,3
2014,1495.743,2,7,3,2,1,1,4,3,1,4,2,3,8,2,1
2014,1435.2512,2,88,3,2,2,1,1,3,0,3,1,3,6,2,1
2014,1432.35775,2,88,3,1,2,1,1,2,1,4,1,3,8,2,3
2014,1462.04704,3,5,3,1,2,1,1,2,0,3,2,3,8,2,1
2014,1578.85761,2,5,3,2,2,1,1,4,2,4,2,3,8,2,1
2014,1580.80901,1,4,2,1,2,1,1,1,5,4,1,3,7,2,1
2014,1473.38599,2,7,3,1,2,1,1,3,1,4,2,3,8,2,1
2014,1419.693,1,7,4,1,2,1,1,3,4,4,2,3,8,2,1
2014,1572.43612,2,5,4,2,2,1,1,2,0,3,2,3,8,2,1
2014,1572.43612,2,5,4,2,2,1,1,2,0,3,2,3,8,2,1
2014,1612.63893,2,5,3,2,2,1,1,3,0,4,2,3,6,2,1
2014,1576.0788,3,6,4,1,2,2,2,2,1,3,2,3,8,2,1
2014,1576.0788,3,6,4,1,2,2,2,2,1,3,2,3,8,2,1
2014,1473.81229,1,7,3,2,2,1,1,3,3,4,1,3,8,2,1
2014,3055.12969,2,4,2,1,2,1,1,2,1,2,2,3,8,2,5
2014,2360.8894,3,88,4,1,2,1,1,2,0,3,1,3,7,2,1
2014,2589.80405,2,3,4,2,2,2,2,2,1,3,1,3,8,2,1
2014,2770.36706,2,5,3,2,2,1,1,3,1,2,1,3,8,2,1
2014,2686.63054,2,4,4,1,2,1,1,2,0,3,2,3,8,2,1
2014,3315.54341,1,88,4,1,2,2,2,1,3,3,2,3,8,2,1
2014,2551.64176,3,88,2,1,2,1,1,1,1,2,1,3,6,2,1
2014,2758.64485,3,2,3,2,2,1,1,2,1,4,2,3,8,2,1
2014,4554.08249,2,3,2,2,1,1,4,3,1,2,2,3,6,2,1
2014,2506.04245,1,7,3,2,2,2,2,3,3,3,2,3,8,2,1
2014,2506.04245,1,7,3,2,2,2,2,3,3,3,2,3,8,2,1
2014,2901.184,2,88,5,1,2,1,1,2,0,2,2,3,8,2,1
2014,2736.17212,1,1,4,1,2,1,1,1,2,3,2,3,6,2,1
2014,2837.04204,1,6,5,2,2,1,1,1,5,2,1,3,8,2,3
2014,2878.51703,1,5,5,1,2,1,1,3,4,2,2,3,8,2,1
2014,4073.8057,2,3,5,1,2,2,2,1,1,2,1,3,8,2,1
2014,2719.16822,1,6,5,2,2,3,3,2,2,2,2,3,8,2,1
2014,2091.7537,1,2,5,1,1,1,4,2,1,3,1,3,8,2,1
2014,3862.73904,2,6,2,2,1,1,4,2,1,2,2,3,8,2,1
2014,2905.40791,2,3,4,2,2,1,1,1,0,2,2,3,8,2,1
2014,2866.02419,2,7,3,2,2,1,1,3,1,2,1,3,6,2,1
2014,2867.85973,1,6,4,1,1,1,4,2,5,2,2,3,8,2,1
2014,2867.85973,1,6,4,1,1,1,4,2,5,2,2,3,8,2,1
2014,2779.64349,1,2,4,2,1,3,4,2,3,4,2,3,8,2,1
2014,2779.64349,1,2,4,2,1,3,4,2,3,4,2,3,8,2,1
2014,2597.40551,1,88,4,2,2,1,1,1,1,3,2,3,8,2,3
2014,2597.40551,1,88,4,2,2,1,1,1,1,3,2,3,8,2,1
2014,2597.40551,1,88,4,2,2,1,1,1,1,3,2,3,8,2,1
2014,2787.79683,2,7,4,2,2,1,1,2,1,2,1,3,7,2,2
2014,2400.78308,1,4,2,2,2,1,1,2,1,2,1,3,8,2,1
2014,3121.09809,2,88,2,2,2,1,1,2,1,3,2,3,8,2,5
2014,2862.19303,2,5,4,2,2,1,1,1,0,3,1,3,8,2,1
2014,2862.19303,2,5,4,2,2,1,1,1,0,3,2,3,8,2,1
2014,3077.47761,3,6,3,1,2,1,1,2,0,3,2,3,8,2,3
2014,2439.35663,2,6,3,2,2,1,1,2,1,3,2,3,8,2,1
2014,2439.35663,2,6,3,2,2,1,1,2,1,3,1,3,6,2,1
2014,3082.73722,1,88,4,1,2,2,2,3,2,2,2,3,8,2,4
2014,2618.27072,1,7,3,1,2,1,1,2,3,2,2,3,8,2,1
2014,4742.37225,2,3,2,2,2,2,2,1,0,3,2,3,8,2,1
2014,3040.66045,2,7,4,1,2,1,1,2,0,1,2,3,8,2,1
2014,2770.16842,2,7,5,2,2,1,1,3,1,3,2,3,8,2,5
2014,3440.72403,2,7,2,1,2,1,1,2,0,1,2,3,8,2,3
2014,2863.35177,3,6,4,1,2,1,1,2,0,3,1,3,8,2,3
2014,2835.55888,2,7,4,2,2,1,1,2,0,2,2,3,8,2,3
