Year,weight,Location_of_Residence,HH_Income,Head_of_HH_Age,Head_of_HH_Gender,Hispanic_Origin_of_HH,Head_of_HH_Race,Head_of_HH_RaceOrigin,HH_Size,Population_Size,HH_Region,Police_Notified,Agg_of_PropertyCrime,Type_of_Crime,Victim_Services,Location_of_Incident
2018,926.25186,3,7,3,2,2,1,1,3,1,2,2,3,8,2,3
2018,1716.20018,3,3,5,2,2,2,2,2,0,3,2,3,8,2,3
2018,2297.31561,2,88,3,2,1,1,4,3,0,3,1,3,8,2,1
2018,2949.17685,2,2,4,1,2,1,1,1,1,3,1,3,8,2,1
2018,2466.76352,2,88,5,2,2,1,1,2,1,3,2,3,6,2,1
2018,1941.98444,3,5,4,1,2,1,1,2,0,3,1,3,6,2,1
2018,1941.98444,3,5,4,1,2,1,1,2,0,3,1,3,6,2,1
2018,2850.11264,1,7,5,1,2,1,1,2,1,1,2,3,8,1,3
2018,4163.36636,1,4,2,1,1,3,4,2,4,4,1,3,8,2,1
2018,1229.63017,2,7,4,2,2,1,1,2,1,4,1,3,8,2,1
2018,1246.99928,2,2,4,1,2,1,1,1,1,4,2,3,8,2,1
2018,1246.99928,2,2,4,1,2,1,1,1,1,4,2,3,6,2,1
2018,1228.74959,1,7,4,1,2,2,2,3,5,2,1,3,8,2,1
2018,365.36806,1,4,5,2,2,1,1,1,4,4,1,3,8,2,3
2018,532.65571,1,5,3,2,2,1,1,1,5,4,2,3,8,2,1
2018,276.27241,2,3,2,2,2,1,1,4,1,2,2,3,8,2,1
2018,575.25137,3,1,3,1,1,1,4,1,1,2,1,3,6,2,1
2018,367.17155,1,4,2,2,1,1,4,4,4,2,2,3,8,2,1
2018,332.78833,2,7,4,2,2,1,1,2,1,2,2,3,8,2,1
2018,332.78833,2,7,4,2,2,1,1,2,1,2,2,3,8,2,1
2018,320.07528,1,6,5,1,1,1,4,2,1,2,1,3,6,2,1
2018,617.40025,3,3,2,1,2,1,1,1,1,2,2,3,8,2,1
2018,332.69079,1,5,3,2,1,1,4,4,4,2,2,3,8,2,1
2018,332.69079,1,5,3,2,1,1,4,4,4,2,2,3,8,2,1
2018,332.69079,1,5,3,2,1,1,4,4,4,2,2,3,8,2,1
2018,358.14924,2,88,4,2,1,1,4,3,1,4,1,3,7,2,1
2018,532.21844,1,7,3,1,2,1,1,3,5,4,1,3,8,2,1
2018,606.64975,1,1,2,1,2,1,1,1,5,4,1,3,8,2,3
2018,606.64975,1,1,2,1,2,1,1,1,5,4,1,3,8,2,1
2018,660.78572,1,5,2,1,1,1,4,2,5,4,1,3,8,2,3
2018,1546.05935,1,88,3,2,2,2,2,2,5,2,2,3,8,2,1
2018,1546.05935,1,88,3,2,2,2,2,2,5,2,2,3,8,2,1
2018,1546.05935,1,88,3,2,2,2,2,2,5,2,2,3,8,2,1
2018,1113.57009,1,88,3,1,2,1,1,2,1,2,1,3,8,2,1
2018,346.68078,1,1,4,2,2,2,2,1,4,2,2,3,8,2,1
2018,346.68078,1,1,4,2,2,2,2,1,4,2,2,3,7,2,3
2018,314.04766,2,7,3,2,2,1,1,4,1,2,2,3,8,2,3
2018,367.77521,2,6,3,1,2,1,1,1,1,2,2,3,8,2,1
2018,291.04873,1,2,5,2,2,1,1,2,4,2,2,3,8,2,1
2018,291.04873,1,2,5,2,2,1,1,2,4,2,2,3,8,2,1
2018,964.32424,2,4,3,1,2,1,1,3,2,2,2,3,8,2,4
2018,1610.58849,2,88,3,2,2,2,2,1,1,2,2,3,8,2,1
2018,1339.70589,2,88,3,1,1,1,4,3,2,2,1,3,6,2,1
2018,535.03053,3,3,2,1,2,1,1,4,1,2,2,3,6,2,1
2018,1115.45873,3,3,4,2,2,1,1,1,1,2,2,3,6,2,1
2018,1115.45873,3,3,4,2,2,1,1,1,1,2,2,3,6,2,1
2018,208.62352,2,5,4,1,2,1,1,2,1,2,2,3,6,2,1
2018,208.62352,2,5,4,1,2,1,1,2,1,2,1,3,8,2,5
2018,311.41951,2,4,5,2,2,1,1,2,1,4,2,3,8,2,1
2018,435.44195,3,1,3,1,2,1,1,3,1,2,2,3,8,2,3
2018,1278.69331,2,4,3,2,2,1,1,2,1,4,2,3,8,2,1
2018,400.0407,1,7,4,2,2,1,1,1,4,4,2,3,8,2,1
2018,480.1026,1,7,4,1,2,1,1,4,5,4,2,3,8,2,1
2018,480.1026,1,7,4,1,2,1,1,4,5,4,2,3,8,2,3
2018,318.62588,1,88,4,1,2,1,1,1,1,4,1,3,7,2,1
2018,447.70268,2,88,4,1,2,1,1,1,1,4,1,3,8,2,1
2018,405.82113,1,3,2,2,2,2,2,2,5,4,1,3,6,2,1
2018,449.40056,1,5,2,2,1,1,4,2,4,4,1,3,8,2,1
2018,4728.8317,2,6,5,2,1,1,4,2,2,4,1,3,8,2,1
2018,1048.50484,1,7,2,2,2,1,1,2,4,3,2,3,8,2,1
2018,1730.81338,1,3,3,1,2,1,1,2,5,3,2,3,6,2,1
2018,1954.37572,3,88,4,1,2,3,3,1,1,3,1,3,8,2,1
2018,1747.27542,3,4,5,2,2,1,1,2,0,2,1,3,8,2,1
2018,1601.98716,2,7,4,1,2,3,3,3,1,2,1,3,6,2,1
2018,616.90468,2,6,5,2,2,1,1,1,1,2,1,3,6,2,1
2018,1590.52588,1,4,5,1,2,1,1,2,3,2,2,3,8,2,5
2018,2107.42423,1,5,2,2,2,2,2,3,3,2,2,3,8,2,1
2018,1892.10357,2,88,3,1,2,1,1,1,1,2,2,3,8,2,1
2018,1245.28436,1,7,3,1,2,1,1,3,1,2,2,3,8,2,1
2018,1648.28164,2,4,4,2,2,1,1,2,1,2,2,3,8,2,1
2018,1375.51363,1,6,4,1,2,1,1,2,4,2,2,3,8,2,1
2018,1198.95995,1,7,3,1,2,1,1,4,1,2,1,3,8,2,3
2018,2184.15116,1,2,3,2,2,2,2,1,1,2,1,3,7,2,1
2018,1408.71907,2,88,4,1,2,1,1,2,0,2,1,3,6,2,1
2018,1268.09919,1,1,2,1,2,1,1,1,1,2,2,3,8,2,1
2018,924.03516,1,88,4,2,2,1,1,1,1,2,2,3,8,2,1
2018,1143.46903,2,6,2,2,2,3,3,2,1,2,2,3,8,2,1
2018,1078.31194,1,7,5,1,2,1,1,1,1,2,2,3,6,2,1
2018,1834.21645,2,7,2,1,2,1,1,2,0,2,2,3,8,2,1
2018,891.87658,3,2,5,2,2,1,1,1,1,2,1,3,6,2,1
2018,940.60531,1,6,2,1,2,1,1,2,1,2,1,3,8,2,1
2018,801.15371,2,3,4,1,2,1,1,2,0,2,1,3,8,2,1
2018,801.15371,2,3,4,1,2,1,1,2,0,2,1,3,7,2,1
2018,808.51616,2,7,2,1,2,1,1,2,0,2,1,3,8,2,1
2018,872.0962,3,6,3,2,2,2,2,3,1,3,3,3,8,2,1
2018,1006.27394,2,7,2,2,2,2,2,2,0,3,2,3,8,2,1
2018,969.23629,2,2,5,2,2,1,1,1,0,3,2,3,6,2,1
2018,995.72113,2,5,2,2,2,1,1,2,0,3,2,3,8,2,1
2018,795.26927,2,6,3,1,2,1,1,1,0,3,2,3,8,2,1
2018,1136.04271,2,6,1,1,2,1,1,2,0,3,1,3,6,2,1
2018,1136.04271,2,6,1,1,2,1,1,2,0,3,2,3,6,2,1
2018,815.89269,3,88,3,2,2,1,1,2,0,3,2,3,8,2,3
2018,924.59728,1,7,4,2,2,1,1,2,2,3,1,3,8,2,1
2018,741.00578,3,5,4,2,2,1,1,1,0,3,2,3,8,2,3
2018,774.39998,2,5,2,1,2,1,1,1,1,2,2,3,8,2,4
2018,774.39998,2,5,2,1,2,1,1,1,1,2,2,3,8,2,1
2018,1074.41551,3,7,4,1,2,1,1,3,0,2,2,3,8,2,1
2018,1074.41551,3,7,4,1,2,1,1,3,0,2,1,3,8,1,4
2018,1074.41551,3,7,4,1,2,1,1,3,0,2,1,3,8,2,4
2018,640.28115,2,7,4,2,2,1,1,2,1,2,1,3,6,2,1
2018,2216.67507,1,6,4,1,2,2,2,1,2,3,1,3,8,2,1
2018,931.27491,2,1,3,2,2,1,1,3,1,3,2,3,8,2,1
2018,1132.33122,1,1,3,2,2,2,2,2,1,3,1,3,6,2,1
2018,1132.33122,1,1,3,2,2,2,2,2,1,3,1,3,6,2,1
2018,1132.33122,1,1,3,2,2,2,2,2,1,3,1,3,6,2,1
2018,1132.33122,1,1,3,2,2,2,2,2,1,3,1,3,6,2,1
2018,3528.75818,2,88,2,1,1,1,4,4,1,4,2,3,8,2,1
2018,2689.03956,2,7,4,2,2,1,1,4,1,3,2,3,8,2,2
2018,2689.03956,2,7,4,2,2,1,1,4,1,3,2,3,8,2,4
2018,2553.30665,2,3,5,2,2,1,1,1,0,1,2,3,8,2,1
2018,2268.94347,2,6,3,2,1,1,4,3,1,3,2,3,8,2,1
2018,2683.39887,2,5,5,1,1,1,4,2,0,3,1,3,8,2,2
2018,2987.73575,2,6,2,2,1,1,4,2,1,3,2,3,8,2,1
2018,2660.60593,2,6,4,1,2,1,1,2,0,3,2,3,8,2,1
2018,2660.60593,2,6,4,1,2,1,1,2,0,3,2,3,6,2,1
2018,2660.60593,2,6,4,1,2,1,1,2,0,3,2,3,7,2,1
2018,2997.9996,1,3,5,2,2,1,1,1,1,1,2,3,8,2,1
2018,2427.65791,2,88,3,2,2,1,1,3,1,3,1,3,8,2,1
2018,2510.53961,3,6,3,2,2,1,1,3,0,3,2,3,8,2,1
2018,1816.1188,1,88,3,2,2,2,2,3,4,4,2,3,8,2,1
2018,3224.89428,2,7,3,2,1,1,4,4,2,4,1,3,8,2,3
2018,3224.89428,2,7,3,2,1,1,4,4,2,4,2,3,8,2,3
2018,1224.97998,2,7,3,2,2,1,1,3,0,2,2,3,6,2,1
2018,430.63696,2,7,3,1,2,2,2,2,0,2,2,3,8,2,3
2018,3110.008,3,4,4,2,2,1,1,1,1,2,2,3,8,2,1
2018,388.751,3,4,4,2,2,1,1,1,1,2,1,3,6,2,1
2018,388.751,3,4,4,2,2,1,1,1,1,2,2,3,8,2,1
2018,511.27562,3,88,3,2,2,1,1,4,1,2,2,3,6,2,1
2018,511.27562,3,88,3,2,2,1,1,4,1,2,2,3,8,2,1
2018,511.27562,3,88,3,2,2,1,1,4,1,2,2,3,8,2,1
2018,511.27562,3,88,3,2,2,1,1,4,1,2,2,3,8,2,1
2018,645.13227,2,7,4,1,2,1,1,2,1,2,2,3,8,2,3
2018,917.97074,3,7,3,1,2,1,1,3,1,2,1,3,6,2,1
2018,435.41234,1,5,2,2,2,1,1,2,1,2,2,3,6,2,1
2018,801.62557,2,2,2,2,2,1,1,3,0,2,2,3,8,2,1
2018,360.87767,1,7,2,1,2,1,1,2,3,2,2,3,8,2,5
2018,645.13227,2,6,4,2,2,1,1,2,1,2,2,3,8,2,3
2018,645.13227,2,6,4,2,2,1,1,2,1,2,2,3,6,2,1
2018,800.87763,3,7,2,1,2,1,1,2,0,2,2,3,8,2,1
2018,314.27671,2,7,4,1,2,1,1,2,1,2,2,3,8,2,1
2018,415.67497,3,6,4,2,2,1,1,2,0,2,2,3,6,2,1
2018,796.76356,1,3,3,2,2,1,1,2,2,2,2,3,8,2,1
2018,489.02839,2,3,3,2,2,1,1,4,1,2,2,3,8,2,1
2018,489.02839,2,3,3,2,2,1,1,4,1,2,2,3,8,2,1
2018,701.05597,1,4,3,2,2,2,2,3,3,2,2,3,8,2,1
2018,333.8534,1,2,5,2,2,1,1,1,1,2,1,3,8,2,1
2018,468.06328,1,4,4,1,2,2,2,2,4,2,2,3,8,2,1
2018,440.81,1,6,4,2,2,1,1,2,3,2,2,3,8,2,3
2018,431.89609,3,6,3,1,2,1,1,3,1,2,2,3,8,2,1
2018,1120.56734,2,3,5,2,2,1,1,1,1,4,2,3,6,2,1
2018,4213.00475,3,7,3,2,2,1,1,2,1,4,2,3,8,2,1
2018,1092.06359,2,5,4,1,2,1,1,2,0,4,1,3,8,2,5
2018,1092.06359,2,5,4,1,2,1,1,2,0,4,1,3,6,2,1
2018,1092.06359,2,5,4,1,2,1,1,2,0,4,2,3,6,2,1
2018,1824.73669,1,5,3,1,1,1,4,2,2,2,2,3,8,2,1
2018,1990.41303,2,6,4,1,1,2,4,1,1,2,2,3,6,2,1
2018,1563.73311,2,3,2,1,1,1,4,1,2,4,2,3,8,2,1
2018,964.9308,2,88,3,1,2,1,1,2,1,4,2,3,8,2,3
2018,433.5855,2,7,4,1,2,1,1,3,1,4,1,3,8,2,1
2018,736.33914,2,6,5,2,2,1,1,2,0,4,2,3,8,1,1
2018,1166.03343,1,6,2,1,1,1,4,4,5,4,2,3,8,2,1
2018,3082.96386,1,3,2,1,2,1,1,4,4,4,2,3,7,2,1
2018,2250.23335,2,7,4,2,2,1,1,2,1,4,1,3,8,2,1
2018,2022.91084,2,2,4,1,2,1,1,1,1,4,2,3,8,2,1
2018,1054.4154,2,7,5,1,2,1,1,4,1,2,2,3,8,2,1
2018,627.29122,1,5,2,2,1,1,4,3,5,4,2,3,8,2,3
2018,502.98096,1,88,5,2,2,1,1,1,1,4,2,3,8,2,3
2018,586.11134,1,7,4,1,2,1,1,1,5,4,1,3,8,2,1
2018,1394.57658,2,2,3,1,2,1,1,1,1,1,2,3,8,2,1
2018,770.58344,3,3,3,2,2,1,1,3,0,3,2,3,8,2,1
2018,1714.34268,1,7,3,2,2,1,1,3,3,4,2,3,8,2,1
2018,928.97531,1,1,3,1,2,1,1,2,3,4,2,3,8,2,1
2018,1852.25711,1,4,3,2,2,2,2,3,2,1,2,3,8,2,5
2018,1852.25711,1,4,3,2,2,2,2,3,2,1,2,3,6,2,1
2018,3353.07519,3,6,4,1,2,1,1,2,0,1,2,3,8,2,5
2018,3353.07519,3,6,4,1,2,1,1,2,0,1,2,3,8,2,5
2018,1446.72704,1,7,3,2,2,1,1,3,5,1,2,3,8,2,1
2018,724.83771,2,4,3,2,2,1,1,4,1,3,2,3,8,2,4
2018,568.37509,2,6,4,2,2,1,1,3,0,3,1,3,8,2,1
2018,528.89995,2,7,5,1,2,1,1,2,1,1,2,3,8,2,1
2018,1863.63944,1,7,4,2,2,1,1,2,2,4,2,3,8,2,1
2018,422.25005,1,7,3,1,2,1,1,1,4,4,2,3,8,2,1
2018,533.32051,1,6,5,1,2,1,1,2,2,4,1,3,8,2,1
2018,1068.29869,2,3,3,1,1,1,4,1,1,4,1,3,8,2,3
2018,287.05142,1,4,4,2,2,1,1,2,1,4,2,3,8,2,1
2018,691.58602,1,7,2,2,2,1,1,3,1,4,2,3,8,2,3
2018,467.11822,2,6,4,2,2,1,1,3,1,4,2,3,8,2,5
2018,713.61002,1,6,4,2,1,1,4,2,4,4,2,3,8,2,2
2018,468.70151,2,7,3,1,2,1,1,3,1,4,2,3,8,2,1
2018,933.79416,2,7,3,2,2,1,1,4,1,4,2,3,8,2,4
2018,596.59151,1,7,2,1,2,3,3,2,4,4,2,3,8,2,1
2018,431.23564,2,7,5,1,2,2,2,1,1,4,2,3,8,2,1
2018,468.42688,2,5,4,1,2,1,1,3,1,4,2,3,8,2,1
2018,299.22837,1,88,5,2,2,1,1,1,1,4,2,3,8,2,1
2018,1176.35167,1,3,2,2,2,3,3,1,4,4,1,3,8,2,3
2018,540.81749,2,3,5,1,2,1,1,1,1,1,1,3,8,2,1
2018,1188.68771,2,2,4,2,1,1,4,1,1,1,1,3,8,2,1
2018,1113.59462,2,7,3,1,2,3,3,2,1,1,2,3,8,2,4
2018,1760.64654,2,6,3,2,1,1,4,3,1,1,1,3,8,2,1
2018,548.92599,1,7,4,1,2,3,3,2,1,4,2,3,8,2,1
2018,548.92599,1,7,4,1,2,3,3,2,1,4,2,3,6,2,1
2018,548.92599,1,7,4,1,2,3,3,2,1,4,2,3,8,2,3
2018,508.36709,2,7,3,1,2,1,1,3,1,4,2,3,8,2,1
2018,396.94965,2,4,4,1,2,1,1,2,1,4,2,3,8,2,1
2018,452.26708,2,7,3,1,2,1,1,4,0,4,1,3,7,2,1
2018,753.39087,1,2,4,2,2,1,1,1,4,4,2,3,6,2,1
2018,452.33239,1,7,2,1,2,1,1,2,4,4,2,3,8,2,2
2018,822.91462,2,7,4,2,2,1,1,3,1,4,2,3,8,2,1
2018,650.86815,1,7,3,1,2,3,3,2,2,4,1,3,8,2,1
2018,864.44083,2,3,4,2,2,1,1,3,1,4,2,3,8,2,1
2018,924.45461,1,6,3,1,2,1,1,3,1,4,2,3,8,2,1
2018,741.59681,2,6,4,2,2,1,1,1,1,4,1,3,6,2,1
2018,987.58361,1,7,2,1,2,3,3,2,4,4,2,3,8,2,1
2018,2370.95042,1,88,4,1,2,2,2,2,2,4,1,3,6,2,1
2018,3495.53195,2,1,1,1,1,1,4,1,2,4,2,3,8,1,3
2018,2108.82468,2,7,3,2,2,1,1,3,1,4,2,3,8,2,1
2018,2108.82468,2,7,3,2,2,1,1,3,1,4,2,3,8,2,1
2018,2839.20515,2,3,2,1,1,1,4,3,1,4,1,3,7,,3
2018,2204.45381,2,7,3,1,1,1,4,3,1,4,1,3,8,2,1
2018,5103.45788,1,4,2,2,2,2,2,1,3,2,2,3,8,2,3
2018,2575.93636,1,1,4,1,2,1,1,1,2,4,1,3,6,2,1
2018,3722.24478,1,1,4,2,2,2,2,1,2,4,2,3,8,2,1
2018,2641.71289,1,7,2,2,2,1,1,2,3,4,2,3,8,2,1
2018,2349.57836,1,88,4,1,2,1,1,1,1,4,2,3,8,2,1
2018,2759.72051,1,88,2,2,1,1,4,1,5,3,1,3,6,2,1
2018,441.38262,2,4,5,1,2,1,1,2,0,3,2,3,8,2,1
2018,4287.1636,2,2,2,2,2,2,2,2,0,3,1,3,8,2,1
2018,1587.37399,1,4,5,2,2,3,3,1,1,3,1,3,6,2,1
2018,966.90264,2,7,3,1,2,1,1,4,0,3,2,3,8,2,5
2018,2244.01823,1,6,2,2,2,1,1,1,5,1,2,3,8,2,5
2018,2465.34327,1,3,2,1,2,3,3,1,1,3,2,3,8,2,3
2018,3415.85042,1,1,5,2,2,2,2,2,5,3,2,3,8,2,1
2018,4897.26535,1,5,2,2,2,2,2,3,5,3,1,3,7,2,3
2018,1655.1987,2,4,4,2,2,1,1,2,0,1,2,3,8,2,1
2018,2507.08891,1,6,3,2,2,3,3,2,2,3,2,3,8,2,1
2018,2656.31438,1,6,2,2,2,1,1,1,5,3,2,3,8,2,1
2018,2891.17956,2,4,2,2,1,1,4,3,1,3,2,3,8,2,3
2018,1949.15437,3,88,5,2,2,1,1,2,0,3,1,3,7,2,5
2018,2250.44085,1,2,5,2,2,1,1,1,5,3,2,3,8,2,1
2018,916.58777,2,5,3,1,1,1,4,3,1,3,2,3,8,2,1
2018,1389.90761,1,3,5,1,2,2,2,1,2,3,2,3,8,2,1
2018,2149.83055,2,5,2,2,2,1,1,2,1,3,2,3,8,2,3
2018,2507.1912,1,2,2,1,2,1,1,3,5,1,2,3,8,2,5
2018,1827.11902,1,88,3,2,1,1,4,2,5,1,2,3,8,2,1
2018,2432.38138,2,3,5,2,2,1,1,3,0,3,2,3,8,2,1
2018,2204.56304,1,6,2,1,1,1,4,2,4,3,2,3,8,2,3
2018,2204.56304,1,6,2,1,1,1,4,2,4,3,2,3,8,2,5
2018,2930.11207,1,2,4,2,2,1,1,1,1,3,2,3,8,2,3
2018,2019.50473,2,3,2,2,2,1,1,3,1,1,2,3,8,2,1
2018,1577.00025,2,88,4,2,2,1,1,2,0,1,1,3,8,2,1
2018,1211.12762,1,88,5,1,2,1,1,2,2,3,2,3,8,2,3
2018,1539.1633,2,5,2,2,2,1,1,3,0,3,2,3,6,2,1
2018,921.45229,3,3,3,2,2,1,1,1,0,3,2,3,8,2,1
2018,475.14726,1,4,5,2,2,1,1,1,1,4,2,3,8,2,1
2018,2430.30809,1,1,2,1,2,2,2,2,4,4,2,3,6,2,1
2018,900.29404,3,4,4,1,2,1,1,2,0,4,2,3,8,2,1
2018,1411.89127,1,6,2,1,1,1,4,1,3,4,2,3,8,2,3
2018,701.65358,1,2,4,2,2,1,1,1,1,4,1,3,8,2,1
2018,701.65358,1,2,4,2,2,1,1,1,1,4,2,3,8,2,1
2018,3420.96678,2,3,3,2,1,1,4,3,0,3,2,3,8,2,1
2018,4353.61688,2,3,5,2,2,3,3,1,1,3,1,3,8,2,1
2018,705.6036,2,7,3,1,2,1,1,2,1,4,2,3,8,2,3
2018,610.49256,1,3,2,1,2,3,3,1,2,4,2,3,8,2,1
2018,718.21365,1,4,3,1,1,3,4,4,2,4,1,3,7,2,3
2018,797.17053,2,5,3,1,2,1,1,2,1,4,2,3,8,2,1
2018,1197.38753,3,88,3,1,2,1,1,4,1,4,1,3,6,1,1
2018,1489.06572,1,3,2,1,1,3,4,1,3,4,2,3,8,2,1
2018,788.53094,2,7,3,2,2,1,1,1,2,4,3,3,8,,1
2018,1006.8993,1,7,2,2,2,1,1,2,4,4,2,3,8,2,1
2018,804.36025,1,88,3,2,2,1,1,3,3,4,2,3,8,2,1
2018,804.36025,1,88,3,2,2,1,1,3,3,4,2,3,8,2,4
2018,842.59997,1,7,2,2,2,1,1,3,4,4,1,3,8,2,1
2018,662.0825,1,7,5,2,2,1,1,2,4,4,2,3,8,2,1
2018,2606.72156,3,3,4,2,2,1,1,3,1,2,2,3,8,2,1
2018,4032.30889,3,5,3,1,2,3,3,2,1,4,2,3,8,2,4
2018,2571.28816,1,4,3,1,1,1,4,3,2,4,2,3,8,2,1
2018,1885.45009,1,5,5,2,2,1,1,1,2,4,2,3,8,2,4
2018,3593.35576,2,3,2,2,2,3,3,3,1,4,2,3,8,2,1
2018,3593.35576,2,3,2,2,2,3,3,3,1,4,2,3,8,2,1
2018,2327.59322,1,6,5,1,2,3,3,2,5,4,1,3,6,2,1
2018,1957.14416,2,7,5,1,2,1,1,2,0,4,2,3,6,2,1
2018,2283.35594,1,6,4,2,2,1,1,1,3,4,1,3,8,2,3
2018,2227.13388,2,7,4,1,2,1,1,2,1,4,1,3,7,2,1
2018,2299.57554,2,88,4,1,2,1,1,1,2,4,2,3,8,2,1
2018,3083.63314,1,88,4,1,2,1,1,1,5,4,1,3,8,2,1
2018,3083.63314,1,88,4,1,2,1,1,1,5,4,1,3,8,2,1
2018,2049.83364,1,3,3,2,2,1,1,1,3,4,1,3,8,2,1
2018,2221.84168,1,7,4,2,1,1,4,2,3,4,2,3,8,2,1
2018,2221.84168,1,7,4,2,1,1,4,2,3,4,2,3,8,2,1
2018,2095.72686,1,3,5,2,2,1,1,1,2,2,1,3,6,2,1
2018,3986.23817,2,3,2,1,2,3,3,1,1,2,2,3,8,2,1
2018,2292.52041,1,88,5,2,2,1,1,2,1,4,2,3,8,2,1
2018,1173.39206,2,88,4,2,2,1,1,2,0,1,1,3,8,2,1
2018,2256.13489,2,88,4,1,2,3,3,2,2,4,3,3,8,2,1
2018,3078.53973,2,7,4,2,2,1,1,1,2,4,2,3,8,2,1
2018,2430.92582,1,7,3,2,2,1,1,3,1,4,2,3,8,2,3
2018,2751.8309,1,88,4,1,2,1,1,2,2,4,1,3,6,2,1
2018,2886.48089,1,7,3,1,1,1,4,3,2,4,2,3,8,2,3
2018,2389.70826,1,7,3,2,2,2,2,2,3,4,2,3,8,2,1
2018,3247.17962,1,88,2,1,2,1,1,2,5,4,2,3,8,2,1
2018,3090.96448,1,88,4,2,2,1,1,1,5,4,2,3,8,2,3
2018,3151.1966,2,7,3,2,2,3,3,4,2,4,2,3,8,2,3
2018,2461.28588,1,88,3,1,2,3,3,3,3,4,2,3,8,2,3
2018,2551.84578,1,88,2,2,2,1,1,3,5,4,2,3,8,2,3
2018,2111.48012,2,6,1,1,2,3,3,2,1,2,2,3,8,2,1
2018,2111.48012,2,6,1,1,2,3,3,2,1,2,2,3,8,2,1
2018,3030.73345,1,4,2,2,2,1,1,2,3,2,1,3,7,2,3
2018,2053.46964,1,2,4,2,2,1,1,2,2,4,2,3,8,2,1
2018,2560.41247,1,7,3,2,2,1,1,3,2,4,2,3,8,2,1
2018,2353.47633,2,7,4,1,1,3,4,4,2,4,2,3,8,2,5
2018,2331.98451,1,2,4,2,2,1,1,2,2,2,2,3,8,2,1
2018,1831.14197,2,7,3,1,2,1,1,4,1,2,2,3,8,2,1
2018,4007.23762,1,5,2,2,1,3,4,2,3,2,1,3,8,2,3
2018,4007.23762,1,5,2,2,1,3,4,2,3,2,2,3,8,2,3
2018,2566.19005,1,4,4,1,1,1,4,2,1,4,2,3,7,2,1
2018,2479.67006,1,4,2,1,1,1,4,3,3,4,2,3,8,2,1
2018,2120.59995,1,88,2,1,2,3,3,2,3,4,2,3,8,2,1
2018,2120.59995,1,88,2,1,2,3,3,2,3,4,2,3,8,2,1
2018,2120.59995,1,88,2,1,2,3,3,2,3,4,2,3,8,2,1
2018,709.24196,2,7,4,1,1,1,4,2,1,2,1,3,6,2,1
2018,724.04778,1,88,4,1,2,2,2,1,4,2,2,3,6,2,1
2018,652.41809,1,7,5,1,2,1,1,1,4,2,1,3,6,2,1
2018,1399.2133,2,3,2,1,1,1,4,2,1,4,1,3,8,2,1
2018,1224.44108,2,6,3,2,2,1,1,2,0,4,2,3,8,2,3
2018,1867.91827,1,6,5,2,2,1,1,1,2,2,2,3,8,2,1
2018,941.05229,2,4,2,2,2,1,1,1,1,2,1,3,8,2,1
2018,927.80028,1,5,3,1,2,1,1,1,1,2,2,3,8,2,1
2018,3163.43859,1,4,2,1,1,1,4,2,4,4,2,3,8,2,1
2018,3171.50432,1,88,4,1,2,2,2,1,5,2,1,3,8,2,3
2018,804.24949,3,5,5,2,2,1,1,1,1,2,2,3,6,2,1
2018,2307.92055,1,6,5,2,2,1,1,2,2,4,2,3,8,2,1
2018,5033.66997,3,4,4,1,2,1,1,2,1,4,2,3,8,2,1
2018,1537.14115,2,7,4,2,2,1,1,4,0,2,2,3,8,2,5
2018,1218.66867,3,7,4,2,2,1,1,2,0,2,1,3,8,2,5
2018,1778.77448,1,6,2,1,2,1,1,3,5,4,2,3,8,2,3
2018,1241.84337,1,7,5,1,2,1,1,2,2,4,2,3,8,2,1
2018,3737.44811,2,7,2,2,2,1,1,2,0,1,1,3,8,2,1
2018,915.08846,1,7,3,1,2,1,1,1,4,4,2,3,6,2,1
2018,1947.08455,1,2,2,2,2,1,1,2,2,4,2,3,8,2,1
2018,1947.08455,1,2,2,2,2,1,1,2,2,4,2,3,8,2,1
2018,856.85369,2,6,3,1,2,3,3,1,1,4,2,3,8,2,1
2018,3355.38341,2,88,2,2,2,1,1,2,0,3,1,3,8,2,1
2018,3355.38341,2,88,2,2,2,1,1,2,0,3,1,3,6,2,1
2018,793.41922,1,7,4,2,2,1,1,3,3,4,2,3,8,2,1
2018,1160.82962,1,3,3,2,1,1,4,1,4,4,2,3,7,2,3
2018,1087.86264,1,7,2,2,1,1,4,3,4,4,1,3,6,2,1
2018,735.80374,2,6,5,2,2,1,1,2,1,4,2,3,8,2,2
2018,810.73914,1,88,4,2,2,1,1,2,4,4,1,3,6,2,1
2018,2492.72934,1,5,3,1,1,1,4,3,3,4,2,3,6,2,1
2018,864.31947,2,7,4,2,2,1,1,2,1,4,1,3,8,,1
2018,931.69701,2,7,5,2,2,1,1,2,0,4,2,3,8,2,1
2018,1018.6192,2,7,4,2,2,3,3,3,1,4,1,3,8,2,1
2018,1348.78166,1,2,2,2,2,1,1,2,1,4,2,3,6,2,1
2018,995.97852,2,7,4,1,2,1,1,3,1,4,2,3,8,2,1
2018,1092.01882,2,7,2,1,2,1,1,2,1,4,2,3,8,2,1
2018,957.15245,2,7,3,2,2,1,1,3,1,4,2,3,8,2,4
2018,995.97852,2,7,4,2,2,1,1,2,1,4,2,3,8,2,1
2018,3291.90277,3,3,3,1,2,2,2,2,1,3,1,3,6,2,1
2018,3291.90277,3,3,3,1,2,2,2,2,1,3,1,3,6,2,1
